pickup_datetime,passenger_count,trip_distance_mi,fare_amount,tip_amount,total_amount
2013-02-08T09:15,4,2.94,14.0,4.2,18.7
2013-02-10T21:59,3,1.28,7.0,0.0,8.0
2013-02-10T21:53,2,1.54,7.0,1.88,9.88
2013-02-10T21:52,1,3.57,13.5,2.8,17.3
2013-02-08T09:48,1,2.95,12.5,0.0,13.0
2013-02-05T19:23,1,2.88,13.5,2.9,17.9
2013-02-05T19:33,1,1.29,7.0,0.0,8.5
2013-02-08T09:48,5,1.53,10.5,1.75,12.75
2013-02-08T09:24,5,1.34,7.5,0.0,8.0
2013-02-08T09:34,1,0.54,4.0,0.0,4.5
2013-02-10T21:09,1,1.86,9.0,1.0,11.0
2013-02-10T21:22,1,0.59,4.5,0.0,5.5
2013-02-10T21:09,1,3.11,12.5,3.25,16.75
2013-02-10T21:10,1,2.33,11.0,2.88,14.88
2013-02-10T20:20,5,11.84,47.0,0.0,48.0
2013-02-08T09:24,1,1.33,7.0,1.4,8.9
2013-02-08T09:38,1,0.66,6.0,0.0,6.5
2013-02-05T19:03,1,5.32,20.5,0.0,22.0
2013-02-08T09:26,1,3.08,13.0,0.0,13.5
2013-02-10T21:28,1,0.63,4.5,0.0,5.5
2013-02-08T09:23,6,1.96,10.0,2.0,12.5
2013-02-08T08:40,6,18.35,52.0,10.4,67.7
2013-02-05T19:32,2,1.27,7.0,0.0,8.5
2013-02-08T09:49,1,2.68,11.5,0.0,12.0
2013-02-08T09:47,1,1.54,11.0,2.3,13.8
2013-02-08T09:54,5,1.15,6.5,1.3,8.3
2013-02-10T22:01,1,1.58,7.5,1.6,10.1
2013-02-10T22:04,1,0.94,5.5,0.0,6.5
2013-02-10T22:02,1,1.29,6.5,0.0,7.5
2013-02-05T19:36,1,0.78,5.5,1.5,8.5
2013-02-05T19:32,1,0.72,5.5,0.0,7.0
2013-02-10T21:51,2,1.53,7.5,0.0,8.5
2013-02-05T19:41,1,2.32,8.5,2.38,12.38
2013-02-10T21:23,1,0.95,5.0,0.0,6.0
2013-02-05T19:14,1,0.94,6.5,0.0,8.0
2013-02-10T21:19,1,0.96,6.0,1.0,8.0
2013-02-08T09:19,5,3.41,13.5,0.0,14.0
2013-02-08T09:25,1,1.66,8.5,1.5,10.5
2013-02-08T09:13,1,1.69,14.0,1.0,15.5
2013-02-05T19:24,1,0.01,52.0,0.0,52.5
2013-02-10T21:20,3,1.08,6.0,0.0,7.0
2013-02-10T21:15,1,2.88,12.0,0.0,13.0
2013-02-10T21:24,2,1.07,5.0,0.0,6.0
2013-02-10T21:21,5,2.41,9.0,0.0,10.0
2013-02-10T21:13,1,2.99,13.0,1.5,15.5
2013-02-10T21:29,5,0.62,4.0,0.9,5.9
2013-02-10T21:21,1,2.3,9.0,1.5,11.5
2013-02-10T21:17,1,2.65,10.5,3.3,14.8
2013-02-08T09:34,1,1.08,6.5,1.0,8.0
2013-02-10T21:25,1,1.67,7.0,1.5,9.5
2013-02-08T09:28,1,3.77,13.5,2.0,16.0
2013-02-10T21:59,1,0.64,4.0,0.9,5.9
2013-02-05T19:17,1,3.81,16.0,2.0,19.5
2013-02-05T19:31,1,1.24,6.0,1.0,8.5
2013-02-08T10:00,1,0.37,4.5,0.9,5.9
2013-02-05T19:26,5,1.93,10.0,1.0,12.5
2013-02-05T19:19,1,11.04,31.0,6.4,43.7
2013-02-08T09:41,1,2.51,13.0,2.6,16.1
2013-02-05T19:34,2,1.04,5.5,1.3,8.3
2013-02-08T08:56,1,5.45,18.5,3.7,22.7
2013-02-08T10:23,5,5.3,20.0,4.1,24.6
2013-02-10T22:56,1,5.19,15.5,0.0,16.5
2013-02-08T10:36,2,0.78,4.5,0.0,5.0
2013-02-08T10:37,1,0.64,4.5,1.35,6.35
2013-02-08T10:39,1,0.6,4.5,1.12,6.12
2013-02-08T10:36,1,0.79,5.5,0.0,6.0
2013-02-08T10:26,4,3.21,14.0,2.5,17.0
2013-02-10T22:16,5,1.14,5.5,1.0,7.5
2013-02-01T02:29:46,1,1.5,6.5,3.0,10.5
2013-02-08T09:57,2,2.43,13.5,2.7,16.7
2013-02-08T09:54,6,2.77,14.5,0.0,15.0
2013-02-10T22:15,1,2.02,8.5,0.0,9.5
2013-02-08T09:50,4,4.51,20.5,4.1,25.1
2013-02-10T22:22,1,1.82,7.5,0.0,8.5
2013-02-10T22:21,6,1.13,6.5,1.4,8.9
2013-02-05T19:32,2,3.08,13.5,0.0,15.0
2013-02-05T19:32,1,4.7,17.0,4.5,23.0
2013-02-05T19:42,1,0.54,4.0,1.0,6.5
2013-02-08T10:12,1,0.84,6.0,0.0,6.5
2013-02-05T19:39,2,2.35,9.5,2.0,13.0
2013-02-10T22:23,1,0.92,5.0,1.65,7.65
2013-02-10T22:14,1,4.58,15.5,3.2,24.5
2013-02-08T10:06,3,1.46,8.5,1.7,10.7
2013-02-08T10:18,3,1.72,11.5,1.2,13.2
2013-02-08T10:09,2,2.8,15.5,0.0,16.0
2013-02-10T22:40,1,1.81,8.0,0.0,9.0
2013-02-10T22:42,1,0.47,4.0,0.0,5.0
2013-02-10T22:45,2,1.45,6.0,1.3,8.3
2013-02-10T22:39,5,1.51,9.5,0.0,10.5
2013-02-10T22:26,5,11.11,33.0,26.0,60.0
2013-02-10T22:14,1,20.77,52.0,13.0,70.3
2013-02-05T19:31,5,5.32,21.0,0.0,22.5
2013-02-05T19:43,1,2.17,10.0,0.0,11.5
2013-02-05T19:44,1,1.09,10.0,2.75,14.25
2013-02-08T10:20,3,1.97,10.0,0.0,10.5
2013-02-08T10:20,6,0.72,8.0,0.0,8.5
2013-02-10T22:46,1,0.93,5.5,1.2,7.7
2013-02-05T19:53,1,0.52,4.0,1.5,7.0
2013-02-10T22:31,2,7.69,24.0,7.35,32.35
2013-02-10T22:30,1,4.99,16.5,2.0,19.5
2013-02-08T09:39,1,1.33,6.0,0.0,6.5
2013-02-08T09:29,5,3.09,13.5,2.0,16.0
2013-02-05T19:15,1,3.86,15.0,3.2,19.7
2013-02-05T19:22,1,1.87,8.5,1.9,11.9
2013-02-05T19:19,1,1.59,8.5,0.0,10.0
2013-02-08T09:40,1,0.58,4.5,0.0,5.0
2013-02-08T09:42,5,0.65,5.0,1.0,6.5
2013-02-05T19:38,1,1.79,10.5,1.0,13.0
2013-02-05T19:42,2,1.12,7.0,0.0,8.5
2013-02-08T10:16,1,1.57,9.0,1.5,11.0
2013-02-10T22:29,1,1.23,6.0,0.0,7.0
2013-02-08T10:13,2,1.07,9.5,1.9,11.9
2013-02-08T09:35,1,18.6,52.0,10.4,67.7
2013-02-08T09:58,1,4.07,19.0,0.0,19.5
2013-02-08T10:15,1,1.68,8.5,0.0,9.0
2013-02-08T10:02,1,3.44,16.0,0.0,16.5
2013-02-05T19:47,1,0.99,5.0,1.5,8.0
2013-02-08T10:20,6,1.29,6.5,0.0,7.0
2013-02-08T10:12,1,1.3,8.0,1.6,10.1
2013-02-08T09:57,2,2.64,13.5,2.7,16.7
2013-02-10T22:27,5,2.61,9.5,2.0,12.5
2013-02-10T22:27,1,1.88,8.0,1.5,10.5
2013-02-10T22:25,1,2.3,9.5,2.0,12.5
2013-02-08T10:11,1,2.38,13.5,0.0,14.0
2013-02-08T10:12,1,2.82,11.5,2.3,14.3
2013-02-08T10:10,1,1.9,11.0,0.0,11.5
2013-02-08T10:17,5,1.07,8.0,1.0,9.5
2013-02-05T19:41,1,2.04,9.5,0.0,11.0
2013-02-05T19:46,1,0.68,5.0,0.0,6.5
2013-02-10T22:27,1,1.61,7.5,0.0,8.5
2013-02-08T10:10,5,1.86,10.5,2.1,13.1
2013-02-08T10:22,2,1.03,6.0,1.0,7.5
2013-02-10T21:35,5,1.42,6.0,1.3,8.3
2013-02-10T21:18,5,8.63,25.0,3.5,34.3
2013-02-08T09:42,1,0.22,3.0,0.0,3.5
2013-02-08T09:39,2,0.93,5.5,1.1,7.1
2013-02-05T19:11,1,2.5,12.0,0.0,13.5
2013-02-08T09:29,1,2.83,12.0,2.4,14.9
2013-02-10T21:29,6,1.6,8.0,1.0,10.0
2013-02-10T21:31,1,0.81,6.0,0.0,7.0
2013-02-05T19:11,3,2.98,13.0,0.0,14.5
2013-02-10T22:20,5,1.01,5.5,1.2,7.7
2013-02-05T19:33,2,1.16,7.5,2.12,11.12
2013-02-10T22:17,1,2.11,9.0,0.0,10.0
2013-02-05T19:43,1,1.23,6.0,0.0,7.5
2013-02-05T19:22,1,6.61,25.5,3.5,30.5
2013-02-10T22:17,5,1.48,6.0,0.7,7.7
2013-02-05T19:38,1,0.9,7.0,2.0,10.5
2013-02-05T19:35,1,2.44,10.0,0.0,11.5
2013-02-05T19:25,1,2.61,14.5,3.1,19.1
2013-02-05T19:36,1,1.93,9.5,2.1,13.1
2013-02-10T22:12,5,2.2,9.5,0.0,10.5
2013-02-10T22:02,5,6.19,19.0,0.0,20.0
2013-02-10T22:13,1,1.67,8.0,0.0,9.0
2013-02-08T09:45,4,1.45,9.0,1.8,11.3
2013-02-10T21:23,1,3.64,15.0,2.0,18.0
2013-02-10T21:28,1,2.62,10.0,2.1,13.1
2013-02-05T19:25,5,1.03,5.5,0.0,7.0
2013-02-05T19:29,6,0.34,3.5,0.0,5.0
2013-02-05T19:07,4,5.26,21.0,0.0,22.5
2013-02-08T09:27,1,2.65,13.5,2.7,16.7
2013-02-08T09:39,1,0.46,4.0,0.0,4.5
2013-02-08T09:43,5,0.69,4.0,0.0,4.5
2013-02-05T19:13,1,4.42,17.5,3.7,22.7
2013-02-05T19:11,1,8.47,24.5,0.0,30.8
2013-02-05T19:22,1,1.25,6.5,2.25,10.25
2013-02-10T21:31,1,0.81,5.5,1.0,7.5
2013-02-08T09:22,1,3.03,15.5,3.1,19.1
2013-02-08T09:26,1,3.02,15.0,3.0,18.5
2013-02-05T19:14,1,4.63,16.5,0.0,18.0
2013-02-08T09:21,5,3.8,18.5,3.7,22.7
2013-02-08T09:30,1,1.16,10.5,2.0,13.0
2013-02-10T21:55,1,19.99,52.0,0.0,57.3
2013-02-10T21:31,1,1.63,7.0,0.0,8.0
2013-02-08T09:17,1,13.8,39.5,9.88,49.88
2013-02-08T09:36,3,1.92,9.0,0.0,9.5
2013-02-05T19:30,2,0.63,4.0,1.25,6.75
2013-02-08T09:30,1,1.67,10.5,0.0,11.0
2013-02-05T19:17,1,1.99,10.0,2.0,13.5
2013-02-08T09:19,1,1.93,14.0,1.0,15.5
2013-02-08T09:31,2,1.94,13.5,1.0,15.0
2013-02-10T21:22,5,13.4,38.0,0.0,39.0
2013-02-05T18:59,1,0.75,5.5,0.0,7.0
2013-02-05T19:05,4,1.49,9.5,2.1,13.1
2013-02-05T19:03,3,3.05,13.5,0.0,15.0
2013-02-10T20:46,1,6.44,21.0,0.0,22.0
2013-02-10T20:46,1,6.84,21.0,4.3,26.3
2013-02-10T20:54,2,2.08,9.5,0.0,10.5
2013-02-05T19:07,2,1.65,8.5,1.9,11.9
2013-02-05T19:13,2,1.05,5.5,1.3,8.3
2013-02-05T19:06,1,1.44,8.5,1.0,11.0
2013-02-05T19:08,2,1.36,8.0,0.0,9.5
2013-02-10T20:51,2,3.79,14.0,2.9,17.9
2013-02-05T19:03,1,1.62,10.5,0.0,12.0
2013-02-10T20:43,1,4.72,14.0,0.0,15.0
2013-02-05T18:54,6,7.95,26.0,6.75,39.05
2013-02-08T09:14,2,1.7,9.5,0.0,10.0
2013-02-05T19:01,4,10.21,28.5,5.9,40.7
2013-02-08T08:47,1,16.12,47.5,0.0,52.8
2013-02-08T08:57,1,1.04,11.5,2.3,14.3
2013-02-08T09:17,1,0.67,5.5,1.1,7.1
2013-02-08T09:17,4,0.93,5.5,0.0,6.0
2013-02-10T20:59,1,1.49,7.0,0.0,8.0
2013-02-10T21:08,1,3.01,11.5,0.0,12.5
2013-02-05T19:23,1,0.97,6.5,0.0,8.0
2013-02-05T19:22,6,0.8,5.0,1.0,7.5
2013-02-05T19:22,1,1.55,7.0,1.6,10.1
2013-02-05T19:18,1,2.7,11.5,3.12,16.12
2013-02-10T21:27,1,2.49,10.5,2.2,13.7
2013-02-10T21:33,1,0.71,4.5,0.0,5.5
2013-02-08T09:39,1,0.61,4.5,0.9,5.9
2013-02-05T19:23,1,1.2,6.5,0.0,8.0
2013-02-05T19:16,5,1.99,9.5,2.62,13.62
2013-02-08T09:16,1,2.61,16.5,1.0,18.0
2013-02-05T19:19,1,0.64,6.0,0.0,7.5
2013-02-05T19:17,4,1.08,7.0,0.0,8.5
2013-02-05T19:22,1,1.64,8.0,0.0,9.5
2013-02-05T19:18,1,2.08,10.5,0.0,12.0
2013-02-08T08:55,1,26.41,52.0,5.88,63.18
2013-02-08T09:15,1,13.51,39.5,0.0,40.0
2013-02-10T21:27,2,0.82,5.0,1.38,7.38
2013-02-05T19:19,2,2.82,11.0,3.0,15.5
2013-02-05T19:22,1,1.79,8.0,1.8,11.3
2013-02-10T21:23,1,0.64,4.5,2.0,7.5
2013-02-05T19:23,3,0.66,4.5,1.1,7.1
2013-02-05T19:20,1,0.68,5.5,0.0,7.0
2013-02-10T21:21,2,1.65,7.0,1.88,9.88
2013-02-08T09:26,1,0.78,6.5,1.0,8.0
2013-02-10T21:23,2,1.27,6.5,1.4,8.9
2013-02-10T20:46,1,1.74,7.5,0.0,8.5
2013-02-05T18:53,6,3.74,20.0,0.0,21.5
2013-02-05T19:04,1,4.57,16.5,4.38,22.38
2013-02-08T09:14,1,3.67,17.0,0.0,17.5
2013-02-10T21:22,4,1.42,7.0,1.5,9.5
2013-02-10T21:23,1,1.13,6.0,0.0,7.0
2013-02-10T21:34,1,2.8,12.0,1.0,14.0
2013-02-10T21:38,1,1.08,6.0,0.0,7.0
2013-02-08T09:36,1,1.21,9.5,1.9,11.9
2013-02-08T09:40,1,1.84,9.0,1.0,10.5
2013-02-08T09:35,2,2.24,11.5,0.0,12.0
2013-02-08T09:20,1,8.29,27.5,5.5,33.5
2013-02-08T09:39,1,1.95,10.5,1.0,12.0
2013-02-08T09:39,1,2.28,9.5,1.9,11.9
2013-02-10T21:30,1,3.77,14.5,0.0,15.5
2013-02-10T21:35,1,2.43,10.5,0.0,11.5
2013-02-10T21:31,1,1.97,10.0,0.0,11.0
2013-02-10T21:35,3,3.25,12.0,0.0,13.0
2013-02-08T09:49,6,0.38,4.0,1.2,5.7
2013-02-08T09:46,6,0.66,5.5,1.65,7.65
2013-02-08T09:45,1,1.16,7.0,1.4,8.9
2013-02-10T21:37,5,1.74,9.0,0.0,10.0
2013-02-10T21:34,1,2.75,11.5,2.4,14.9
2013-02-10T21:32,1,1.69,9.0,0.0,10.0
2013-02-10T21:38,2,1.87,9.0,1.9,11.9
2013-02-05T19:31,1,0.94,5.0,0.0,6.5
2013-02-05T19:17,1,2.18,10.0,2.2,13.7
2013-02-05T19:26,1,1.77,7.5,0.0,9.0
2013-02-05T19:34,1,0.74,5.0,0.0,6.5
2013-02-05T19:09,4,4.34,19.5,1.0,22.0
2013-02-05T19:12,3,1.96,10.5,2.3,14.3
2013-02-05T19:19,4,1.07,5.5,0.0,7.0
2013-02-10T21:19,1,1.81,7.5,0.9,9.4
2013-02-10T21:06,5,4.14,15.5,3.2,19.7
2013-02-05T19:19,1,1.48,9.0,2.5,13.0
2013-02-05T19:01,5,1.79,15.5,1.0,18.0
2013-02-10T21:10,1,4.41,15.5,0.0,16.5
2013-02-08T09:28,1,3.46,13.0,1.0,14.5
2013-02-10T21:22,1,0.97,5.0,1.1,7.1
2013-02-05T19:17,1,1.59,8.0,1.8,11.3
2013-02-10T21:22,1,1.57,7.5,1.6,10.1
2013-02-05T19:25,5,0.37,3.5,0.0,5.0
2013-02-05T19:12,4,2.85,13.0,2.8,17.3
2013-02-05T18:50,5,18.98,52.0,10.4,67.7
2013-02-10T21:24,1,0.8,5.0,0.0,6.0
2013-02-10T21:16,5,3.57,12.5,2.6,16.1
2013-02-10T21:24,1,1.87,8.5,1.8,11.3
2013-02-08T09:28,1,1.91,8.0,0.0,8.5
2013-02-08T09:12,1,5.63,22.0,6.6,29.1
2013-02-10T21:25,1,1.44,7.0,1.5,9.5
2013-02-08T10:11,2,1.12,6.0,0.0,6.5
2013-02-08T10:11,1,0.81,6.5,1.3,8.3
2013-02-08T10:12,1,0.77,6.0,0.0,6.5
2013-02-05T19:29,5,2.46,14.0,0.0,15.5
2013-02-10T22:13,3,3.98,13.5,3.5,18.0
2013-02-10T22:17,2,3.41,12.5,2.6,16.1
2013-02-10T22:23,5,1.22,6.5,0.0,7.5
2013-02-10T22:11,1,3.7,14.5,4.5,20.0
2013-02-10T21:55,1,17.26,52.0,0.0,57.3
2013-02-10T22:14,1,1.6,8.5,0.0,9.5
2013-02-05T19:38,6,1.4,8.5,1.9,11.9
2013-02-08T10:07,5,1.6,10.5,2.1,13.1
2013-02-08T09:56,1,3.49,17.5,0.0,18.0
2013-02-08T10:06,1,3.26,14.5,3.62,18.62
2013-02-08T10:10,1,1.23,8.5,0.0,9.0
2013-02-10T22:23,1,1.73,8.0,1.0,10.0
2013-02-08T09:46,5,10.41,33.5,8.38,47.18
2013-02-08T10:18,1,0.66,4.5,0.0,5.0
2013-02-10T22:10,1,10.47,29.5,0.0,35.3
2013-02-10T22:13,6,3.48,14.5,0.0,15.5
2013-02-08T10:10,2,1.38,6.5,0.0,7.0
2013-02-08T10:19,1,1.4,7.0,1.4,8.9
2013-02-08T10:19,1,0.95,5.5,0.0,6.0
2013-02-08T10:23,5,0.79,5.5,1.0,7.0
2013-02-08T10:08,1,3.42,12.5,0.0,13.0
2013-02-08T09:43,4,1.91,8.5,0.0,9.0
2013-02-10T22:09,1,0.58,4.5,0.0,5.5
2013-02-10T22:03,2,1.97,9.5,2.5,13.0
2013-02-10T22:00,1,3.48,12.5,0.0,13.5
2013-02-10T22:12,1,0.74,5.5,0.0,6.5
2013-02-08T09:55,5,1.69,9.5,1.5,11.5
2013-02-05T19:33,6,1.72,9.0,0.0,10.5
2013-02-10T22:10,1,1.33,6.5,1.75,9.25
2013-02-10T22:06,5,2.28,10.5,1.0,12.5
2013-02-10T21:56,1,8.0,24.5,2.0,27.5
2013-02-05T19:33,1,1.95,10.0,3.3,14.8
2013-02-05T18:47,2,2.81,11.5,0.0,13.0
2013-02-08T08:44,3,3.55,14.0,3.5,18.0
2013-02-05T18:43,1,2.91,13.5,2.9,17.9
2013-02-10T20:28,4,1.57,7.0,1.5,9.5
2013-02-10T20:27,5,0.06,5.5,1.0,7.5
2013-02-05T18:57,1,1.04,6.5,1.5,9.5
2013-02-10T20:30,1,0.57,4.5,0.0,5.5
2013-02-05T18:55,1,1.92,8.0,1.8,11.3
2013-02-10T20:19,1,4.6,15.5,4.0,20.5
2013-02-10T20:05,1,10.75,32.5,0.0,33.5
2013-02-08T08:58,2,0.45,6.0,1.0,7.5
2013-02-05T18:52,1,2.07,9.5,2.1,13.1
2013-02-05T18:57,1,0.81,5.5,1.0,8.0
2013-02-05T18:44,5,5.2,18.5,0.0,20.0
2013-02-08T08:55,1,2.25,9.0,1.8,11.3
2013-02-10T20:29,1,1.85,8.5,1.25,10.75
2013-02-10T20:31,1,1.12,6.5,0.0,7.5
2013-02-10T20:21,2,2.49,10.5,2.0,13.5
2013-02-08T08:46,1,2.14,13.0,1.5,15.0
2013-02-10T20:29,4,1.66,7.5,1.6,10.1
2013-02-10T20:18,1,4.14,14.0,1.0,16.0
2013-02-10T20:25,1,1.7,8.0,0.0,9.0
2013-02-05T18:53,6,1.33,8.0,1.0,10.5
2013-02-08T09:54,1,1.38,7.5,0.0,8.0
2013-02-08T08:59,1,0.89,5.5,1.0,7.0
2013-02-05T19:00,1,0.44,4.0,0.0,5.5
2013-02-08T09:01,1,0.56,4.5,0.0,5.0
2013-02-05T18:59,1,1.32,6.5,0.0,8.0
2013-02-08T09:02,5,0.32,4.0,1.0,5.5
2013-02-10T20:23,2,2.66,11.5,3.0,15.5
2013-02-10T20:22,2,4.59,16.5,1.0,18.5
2013-02-05T19:35,2,9.09,26.5,3.0,35.8
2013-02-08T10:26,5,1.35,7.5,0.0,8.0
2013-02-10T22:39,1,7.02,20.0,4.1,25.1
2013-02-08T10:06,1,6.42,23.0,4.6,28.1
2013-02-08T10:26,1,0.83,6.0,0.0,6.5
2013-02-05T19:46,1,1.27,7.5,1.7,10.7
2013-02-05T19:30,1,3.06,15.0,3.2,19.7
2013-02-10T22:23,1,7.11,23.0,5.88,29.88
2013-02-05T19:40,1,2.86,13.0,0.0,14.5
2013-02-05T19:42,1,1.92,9.0,2.5,13.0
2013-02-08T10:21,2,1.33,8.0,0.0,8.5
2013-02-05T19:51,1,1.0,5.5,0.0,7.0
2013-02-08T10:11,4,1.74,14.0,5.0,19.5
2013-02-08T10:28,1,0.7,5.0,0.0,5.5
2013-02-05T19:51,5,0.94,5.0,0.0,6.5
2013-02-08T10:12,2,2.32,13.0,0.0,13.5
2013-02-10T22:44,2,1.88,8.0,1.0,10.0
2013-02-05T19:49,1,1.01,6.0,0.0,7.5
2013-02-10T22:29,1,4.37,15.5,0.0,16.5
2013-02-10T22:32,5,2.41,11.5,0.0,12.5
2013-02-05T19:46,1,1.67,7.5,1.7,10.7
2013-02-10T22:42,1,2.44,10.0,0.0,11.0
2013-02-05T19:24,5,6.81,25.5,5.3,32.3
2013-02-08T10:17,6,4.87,17.0,3.4,20.9
2013-02-10T22:43,1,2.24,8.5,1.8,11.3
2013-02-10T22:32,6,5.56,18.0,0.0,19.0
2013-02-05T19:47,1,0.08,6.0,0.0,7.5
2013-02-05T19:49,1,1.91,8.0,1.8,11.3
2013-02-05T19:57,3,1.22,5.5,1.3,8.3
2013-02-10T22:27,1,4.96,18.5,3.3,22.8
2013-02-05T19:47,1,1.53,7.5,1.7,10.7
2013-02-05T19:35,6,5.22,19.0,1.5,22.0
2013-02-10T22:11,1,20.53,52.0,0.0,52.5
2013-02-08T10:19,5,2.63,12.5,1.0,14.0
2013-02-08T10:23,1,0.44,5.0,0.0,5.5
2013-02-08T10:18,1,1.66,10.5,0.0,11.0
2013-02-08T10:27,1,1.18,6.5,1.62,8.62
2013-02-08T10:12,5,3.52,15.0,0.0,15.5
2013-02-08T10:21,6,2.54,10.5,1.0,12.0
2013-02-08T09:40,1,1.34,8.0,0.0,8.5
2013-02-08T09:06,6,12.67,43.5,5.0,53.8
2013-02-05T19:32,1,3.62,13.0,0.0,14.5
2013-02-08T10:06,1,0.72,7.0,0.0,7.5
2013-02-08T10:10,5,1.71,7.5,1.5,9.5
2013-02-08T09:52,1,2.68,15.5,0.0,16.0
2013-02-08T10:02,4,0.78,9.0,0.0,9.5
2013-02-10T22:16,1,1.18,6.0,1.3,8.3
2013-02-10T22:19,1,0.81,5.0,1.1,7.1
2013-02-05T19:44,1,1.8,8.5,1.0,11.0
2013-02-10T22:19,2,5.33,16.0,3.3,20.3
2013-02-10T22:03,4,4.41,18.5,0.0,19.5
2013-02-10T22:15,1,2.34,9.5,1.5,12.0
2013-02-10T22:07,6,9.13,27.0,5.5,38.3
2013-02-05T19:40,1,0.88,6.0,1.5,9.0
2013-02-08T10:10,1,2.44,9.5,0.0,10.0
2013-02-05T19:44,5,0.58,4.5,1.1,7.1
2013-02-05T19:43,5,0.35,4.5,0.0,6.0
2013-02-10T22:12,1,3.03,11.5,3.0,15.5
2013-02-05T19:44,1,0.42,3.5,0.0,5.0
2013-02-05T19:32,1,3.65,14.0,3.0,18.5
2013-02-10T20:27,2,0.74,6.0,0.0,7.0
2013-02-05T19:04,1,1.01,6.0,2.1,9.6
2013-02-10T20:16,5,4.29,16.5,3.4,20.9
2013-02-05T18:53,1,2.07,9.5,2.1,13.1
2013-02-05T18:40,1,3.48,16.5,3.5,21.5
2013-02-08T08:56,1,0.67,7.0,0.0,7.5
2013-02-05T18:56,1,1.24,8.0,1.8,11.3
2013-02-08T08:54,2,1.24,8.0,0.0,8.5
2013-02-05T19:01,5,0.35,3.5,0.0,5.0
2013-02-05T18:53,1,1.35,8.5,0.0,10.0
2013-02-05T18:56,1,1.03,6.0,0.0,7.5
2013-02-08T08:56,1,1.73,8.5,0.0,9.0
2013-02-10T22:17,4,0.82,5.5,0.0,6.5
2013-02-10T22:19,1,0.9,5.0,0.0,6.0
2013-02-08T10:00,5,1.65,9.5,1.9,11.9
2013-02-10T21:54,5,11.88,36.0,0.0,37.0
2013-02-10T22:21,5,1.06,6.0,1.62,8.62
2013-02-05T19:34,1,1.38,8.0,0.0,9.5
2013-02-05T19:41,1,1.3,6.5,1.5,9.5
2013-02-08T10:03,1,2.34,9.5,0.0,10.0
2013-02-08T10:11,1,0.75,4.5,1.12,6.12
2013-02-05T19:38,6,1.78,10.0,2.2,13.7
2013-02-10T21:37,1,1.78,7.0,0.0,8.0
2013-02-08T09:43,1,1.09,6.5,1.3,8.3
2013-02-05T19:21,2,2.87,12.5,2.7,16.7
2013-02-08T09:27,4,5.41,22.0,0.0,22.5
2013-02-10T21:37,1,1.56,8.5,0.0,9.5
2013-02-08T09:33,2,9.06,26.0,2.0,28.5
2013-02-08T09:46,1,0.62,5.0,1.0,6.5
2013-02-08T09:46,1,1.16,6.5,0.0,7.0
2013-02-05T19:26,1,0.74,5.5,1.0,8.0
2013-02-05T19:12,5,5.4,18.5,2.0,22.0
2013-02-08T09:43,1,1.04,7.0,1.0,8.5
2013-02-08T09:27,1,4.91,19.5,1.5,21.5
2013-02-05T19:28,6,0.68,5.0,0.0,6.5
2013-02-10T21:18,1,9.29,29.5,0.0,35.3
2013-02-10T21:32,1,3.36,12.5,1.0,14.5
2013-02-05T19:16,1,3.5,14.5,3.1,19.1
2013-02-10T21:42,2,0.79,6.0,1.0,8.0
2013-02-10T21:34,2,2.25,10.0,2.1,13.1
2013-02-10T21:38,1,1.27,7.0,0.0,8.0
2013-02-08T09:40,1,2.31,11.0,0.0,11.5
2013-02-08T09:50,1,0.65,4.5,0.6,5.6
2013-02-05T19:26,1,1.15,6.0,1.4,8.9
2013-02-08T09:37,1,0.09,5.5,0.75,6.75
2013-02-08T09:38,1,2.13,11.0,3.0,14.5
2013-02-08T09:26,6,2.92,16.5,0.0,17.0
2013-02-08T09:47,3,0.35,3.5,0.7,4.7
2013-02-08T09:31,1,4.51,16.5,5.5,22.5
2013-02-08T09:22,3,9.17,29.5,5.9,40.7
2013-02-08T09:39,1,1.3,8.0,0.0,8.5
2013-02-05T19:21,1,2.67,12.0,1.5,15.0
2013-02-08T09:43,2,1.62,8.5,1.7,10.7
2013-02-05T19:17,1,2.04,11.5,0.0,13.0
2013-02-05T19:24,1,3.21,11.0,2.4,14.9
2013-02-08T09:24,1,5.59,19.0,0.0,19.5
2013-02-08T09:27,5,3.07,15.0,3.0,18.5
2013-02-08T09:28,1,8.3,24.5,0.0,25.0
2013-02-10T21:56,1,0.93,5.0,0.0,6.0
2013-02-08T09:40,1,0.93,8.5,0.0,9.0
2013-02-08T09:32,1,1.94,13.0,2.6,16.1
2013-02-08T09:31,1,1.76,14.5,1.5,16.5
2013-02-08T09:26,1,1.99,15.0,0.0,15.5
2013-02-05T19:23,1,1.18,6.5,0.0,8.0
2013-02-10T21:34,1,2.87,12.5,2.6,16.1
2013-02-08T09:39,1,1.31,8.0,0.0,8.5
2013-02-05T19:28,6,0.63,4.5,1.65,7.65
2013-02-08T09:46,6,1.05,6.5,1.3,8.3
2013-02-08T09:58,1,0.48,4.0,0.0,4.5
2013-02-05T19:26,1,1.71,7.5,0.0,9.0
2013-02-05T19:27,1,1.79,7.0,0.0,8.5
2013-02-10T21:33,1,3.28,12.5,0.0,13.5
2013-02-08T09:39,5,0.73,10.0,1.5,12.0
2013-02-05T19:23,1,2.0,9.5,2.1,13.1
2013-02-05T19:29,1,1.0,6.0,2.1,9.6
