pickup_datetime,passenger_count,trip_distance_mi,fare_amount,tip_amount,total_amount
2013-02-10T22:15,5,4.09,14.0,0.0,15.0
2013-02-10T22:03,1,19.26,52.0,7.0,64.3
2013-02-05T19:27,1,0.48,4.0,0.0,5.5
2013-02-05T19:19,1,1.07,7.5,1.7,10.7
2013-02-05T19:20,1,1.23,6.5,2.25,10.25
2013-02-05T19:11,1,3.33,14.5,0.0,16.0
2013-02-10T21:27,3,2.26,9.0,1.9,11.9
2013-02-10T21:32,2,1.68,7.0,1.88,9.88
2013-02-05T19:27,1,0.51,4.5,1.0,7.0
2013-02-10T21:12,1,4.7,18.5,0.0,19.5
2013-02-10T21:31,1,0.98,5.5,1.2,7.7
2013-02-08T09:38,1,0.64,5.0,1.0,6.5
2013-02-10T20:51,1,6.42,28.5,0.0,29.5
2013-02-08T09:26,2,3.16,13.5,2.7,16.7
2013-02-08T09:26,5,2.02,12.5,0.0,13.0
2013-02-08T09:23,1,3.16,15.5,1.0,17.0
2013-02-10T21:21,2,1.94,9.0,1.9,11.9
2013-02-08T09:22,1,2.6,14.5,2.9,17.9
2013-02-10T21:24,2,2.02,8.5,0.0,9.5
2013-02-05T19:13,1,2.0,11.5,0.0,13.0
2013-02-08T09:13,5,6.38,24.5,4.9,29.9
2013-02-08T09:32,1,1.38,8.5,0.0,9.0
2013-02-10T21:34,1,0.51,4.0,0.0,5.0
2013-02-10T21:36,2,0.4,3.5,0.0,4.5
2013-02-10T21:27,1,2.16,8.0,0.0,9.0
2013-02-10T22:13,1,9.71,29.5,5.5,36.0
2013-02-08T10:22,1,1.67,8.5,1.7,10.7
2013-02-05T19:49,1,1.0,6.0,1.0,8.5
2013-02-10T20:59,1,0.5,3.5,0.8,5.3
2013-02-08T09:17,1,0.71,5.5,0.0,6.0
2013-02-05T18:58,1,2.84,12.0,1.0,14.5
2013-02-08T09:06,4,2.64,12.0,0.0,12.5
2013-02-08T09:02,1,3.42,15.5,3.88,19.88
2013-02-05T19:27,1,3.33,18.0,3.8,23.3
2013-02-08T10:26,5,0.48,4.0,0.0,4.5
2013-02-05T19:49,1,1.3,6.5,2.0,10.0
2013-02-05T19:47,1,0.94,5.5,1.0,8.0
2013-02-08T10:12,1,4.32,16.5,2.5,19.5
2013-02-10T22:24,1,5.9,20.5,5.25,26.75
2013-02-10T22:23,5,5.52,19.0,3.9,23.9
2013-02-05T19:32,1,9.77,29.5,6.1,41.9
2013-02-08T10:29,1,0.46,4.5,0.0,5.0
2013-02-08T09:52,1,17.67,52.0,0.0,57.3
2013-02-08T10:41,1,0.57,4.0,0.8,5.3
2013-02-10T22:44,1,0.73,5.0,1.1,7.1
2013-02-05T18:58,2,3.59,14.5,0.0,16.0
2013-02-10T21:03,2,0.75,4.5,0.0,5.5
2013-02-10T20:42,2,7.28,23.5,4.8,29.3
2013-02-05T18:59,1,2.55,12.5,2.7,16.7
2013-02-10T20:56,5,1.76,7.5,0.0,8.5
2013-02-10T20:54,2,1.91,9.0,1.9,11.9
2013-02-10T20:48,1,4.14,15.5,4.0,20.5
2013-02-05T19:01,6,1.66,12.0,2.0,15.5
2013-02-08T08:59,1,3.44,16.5,3.3,20.3
2013-02-05T19:02,6,5.19,16.0,3.4,20.9
2013-02-08T09:17,6,0.92,6.0,0.5,7.0
2013-02-05T18:45,5,3.62,20.5,4.3,26.3
2013-02-08T10:27,5,0.64,6.0,2.0,8.5
2013-02-08T10:15,1,1.41,9.5,2.38,12.38
2013-02-10T22:31,3,2.86,11.0,2.3,14.3
2013-02-05T19:42,1,3.14,11.5,1.5,14.5
2013-02-05T19:39,1,4.23,14.0,3.0,18.5
2013-02-10T22:32,2,4.55,15.5,0.0,16.5
2013-02-08T10:15,2,4.02,14.5,0.0,15.0
2013-02-08T10:25,3,0.99,5.5,0.0,6.0
2013-02-10T20:52,6,1.71,9.0,1.0,11.0
2013-02-08T09:21,1,0.61,4.0,0.0,4.5
2013-02-10T21:18,2,3.21,11.5,2.0,14.5
2013-02-05T19:00,5,9.42,31.0,6.4,43.7
2013-02-05T19:12,1,2.3,11.0,0.0,12.5
2013-02-10T21:19,1,0.84,5.0,1.1,7.1
2013-02-10T21:21,1,1.94,7.5,0.0,8.5
2013-02-10T21:15,1,2.28,10.0,2.1,13.1
2013-02-10T21:18,5,3.94,12.0,1.0,14.0
2013-02-10T21:26,1,1.1,5.5,1.2,7.7
2013-02-10T21:07,4,5.32,20.0,4.1,25.1
2013-02-08T10:11,3,3.14,11.0,2.0,13.5
2013-02-08T10:10,1,3.82,14.5,0.0,15.0
2013-02-08T10:11,2,0.67,6.5,0.0,7.0
2013-02-08T10:05,1,2.62,12.0,2.4,14.9
2013-02-08T10:10,5,1.25,7.0,0.0,7.5
2013-02-05T19:36,1,2.27,10.5,2.3,14.3
2013-02-05T19:43,2,1.17,6.0,1.0,8.5
2013-02-08T10:09,1,1.9,10.0,1.0,11.5
2013-02-08T09:55,2,6.74,24.5,0.0,25.0
2013-02-08T10:09,1,2.25,11.0,2.2,13.7
2013-02-08T10:12,5,1.15,7.5,1.5,9.5
2013-02-05T19:42,1,1.81,7.5,0.0,9.0
2013-02-05T19:34,1,1.22,8.0,0.0,9.5
2013-02-05T19:35,6,4.03,13.5,0.0,15.0
2013-02-08T10:19,1,0.6,5.0,0.0,5.5
2013-02-08T10:10,1,1.92,10.0,2.5,13.0
2013-02-10T22:22,1,2.5,10.5,1.0,12.5
2013-02-05T19:42,2,1.56,7.0,2.0,10.5
2013-02-10T22:24,1,1.15,6.5,0.0,7.5
2013-02-05T19:44,5,1.75,9.0,2.0,12.5
2013-02-05T19:40,1,0.98,5.5,0.0,7.0
2013-02-10T21:24,1,1.94,8.0,1.5,10.5
2013-02-10T21:17,3,1.64,9.0,1.9,11.9
2013-02-10T21:21,6,2.16,8.0,1.0,10.0
2013-02-05T18:56,1,16.83,46.5,9.5,57.5
2013-02-08T10:10,1,1.79,9.0,1.8,11.3
2013-02-08T10:11,1,1.11,6.5,0.0,7.0
2013-02-08T10:05,1,1.98,11.5,2.3,14.3
2013-02-08T10:14,1,0.57,5.0,1.0,6.5
2013-02-05T19:36,1,1.65,9.0,2.0,12.5
2013-02-08T10:03,2,2.63,12.5,0.0,13.0
2013-02-08T09:55,1,4.08,19.5,0.0,20.0
2013-02-05T18:52,1,0.94,6.5,0.0,8.0
2013-02-08T08:51,6,1.27,9.5,1.9,11.9
2013-02-08T08:58,2,1.1,6.5,1.3,8.3
2013-02-05T18:31,1,16.34,46.5,0.0,48.0
2013-02-05T18:42,2,5.74,20.0,2.0,23.5
2013-02-05T18:55,5,1.23,7.5,2.12,11.12
2013-02-10T21:01,1,2.89,11.5,2.4,14.9
2013-02-10T21:09,1,0.47,4.0,0.0,5.0
2013-02-08T09:21,2,1.01,8.0,2.0,10.5
2013-02-08T10:05,2,2.09,15.0,3.0,18.5
2013-02-05T19:42,4,2.48,9.5,2.1,13.1
2013-02-05T19:43,4,1.39,8.0,1.8,11.3
2013-02-05T19:51,1,0.22,3.0,0.0,4.5
2013-02-05T19:43,5,1.42,8.0,0.0,9.5
2013-02-10T22:31,2,2.33,11.0,0.0,12.0
2013-02-10T22:38,1,0.93,5.5,1.2,7.7
2013-02-10T22:37,1,2.33,8.5,1.8,11.3
2013-02-05T19:03,1,0.92,5.0,1.2,7.7
2013-02-05T18:51,1,3.42,16.0,4.25,21.75
2013-02-05T18:57,1,4.38,15.0,1.5,18.0
2013-02-05T19:07,1,0.02,2.5,0.0,4.0
2013-02-10T20:41,1,0.77,5.5,1.8,8.3
2013-02-10T20:41,2,1.14,5.5,0.0,6.5
2013-02-05T19:00,1,1.67,8.5,1.9,11.9
2013-02-10T20:37,1,2.11,9.0,1.0,11.0
2013-02-01T06:06:42,1,1.1,6.0,1.3,7.8
2013-02-10T20:31,1,2.59,12.0,0.0,13.0
2013-02-10T20:36,5,1.78,8.0,1.7,10.7
2013-02-08T08:52,1,0.88,5.5,1.0,7.0
2013-02-08T09:08,1,0.77,5.0,1.0,6.5
2013-02-08T09:05,1,0.7,6.0,0.8,7.3
2013-02-08T08:48,1,2.94,16.0,2.5,19.0
2013-02-08T09:03,1,1.88,8.5,1.5,10.5
2013-02-05T19:10,1,0.32,3.0,0.0,4.5
2013-02-05T18:53,2,2.07,11.5,0.0,13.0
2013-02-05T19:03,1,0.8,4.5,0.0,6.0
2013-02-08T09:01,1,0.74,5.0,1.0,6.5
2013-02-08T08:17,1,11.71,40.5,0.0,41.0
2013-02-05T18:49,5,1.69,11.0,2.4,14.9
2013-02-10T20:36,6,1.44,6.5,1.25,8.75
2013-02-05T19:02,1,0.43,3.5,1.0,6.0
2013-02-10T21:58,1,1.82,8.0,1.7,10.7
2013-02-05T19:10,6,6.33,22.5,3.0,27.0
2013-02-08T09:34,2,3.74,18.0,3.6,22.1
2013-02-08T09:51,1,1.15,7.5,1.0,9.0
2013-02-08T09:55,2,0.59,5.5,0.0,6.0
2013-02-08T09:33,1,2.58,16.0,0.0,16.5
2013-02-05T19:20,5,2.4,12.5,0.0,14.0
2013-02-08T09:44,2,2.59,11.5,0.0,12.0
2013-02-10T21:32,1,6.96,25.0,0.0,26.0
2013-02-08T09:25,1,9.38,31.5,6.3,38.3
2013-02-08T09:45,2,2.1,11.5,0.0,12.0
2013-02-10T21:59,1,1.08,5.0,1.1,7.1
2013-02-08T09:43,5,2.6,12.0,2.4,14.9
2013-02-08T09:55,1,0.43,4.5,0.0,5.0
2013-02-08T09:41,1,3.23,15.5,3.1,19.1
2013-02-08T09:55,1,0.93,5.5,1.1,7.1
2013-02-08T09:49,3,2.15,10.5,0.0,11.0
2013-02-10T21:58,2,2.28,10.0,2.1,13.1
2013-02-08T09:52,1,1.37,7.5,1.0,9.0
2013-02-08T09:50,1,1.66,7.5,0.0,8.0
2013-02-08T09:51,1,2.02,10.5,2.62,13.62
2013-02-08T09:59,1,0.6,5.0,0.0,5.5
2013-02-08T09:49,1,0.97,7.5,0.0,8.0
2013-02-10T21:49,1,1.94,9.5,1.0,11.5
2013-02-08T09:51,6,2.18,8.5,0.0,9.0
2013-02-10T21:56,2,3.21,11.0,2.88,14.88
2013-02-10T21:35,1,7.54,24.5,5.0,30.5
2013-02-10T21:52,2,1.25,7.0,0.0,8.0
2013-02-08T09:59,6,0.63,4.5,1.12,6.12
2013-02-10T21:57,1,1.45,7.5,0.0,8.5
2013-02-10T21:16,1,15.37,48.5,5.0,54.5
2013-02-05T19:33,5,1.18,6.5,0.0,8.0
2013-02-05T19:22,1,2.48,13.0,4.2,18.7
2013-02-05T19:00,1,4.49,24.5,0.0,26.0
2013-02-08T09:45,1,2.12,10.0,0.0,10.5
2013-02-08T09:54,1,0.96,6.5,0.0,7.0
2013-02-08T09:52,1,0.86,7.0,0.0,7.5
2013-02-10T22:03,2,0.58,4.5,0.0,5.5
2013-02-05T19:26,5,2.63,11.0,0.0,12.5
2013-02-05T19:32,1,1.38,6.5,0.0,8.0
2013-02-10T21:50,1,6.16,20.0,4.1,25.1
2013-02-10T21:27,1,2.0,11.5,0.0,12.5
2013-02-10T21:38,1,0.71,6.5,0.0,7.5
2013-02-10T21:34,5,6.85,21.0,0.0,22.0
2013-02-10T21:26,6,8.44,25.0,5.1,35.9
2013-02-10T21:32,1,2.94,11.5,0.0,12.5
2013-02-10T21:30,1,2.62,11.5,0.0,12.5
2013-02-10T21:16,3,20.57,55.0,0.0,56.0
2013-02-10T21:31,6,3.01,13.0,0.0,14.0
2013-02-08T09:36,1,1.46,9.5,2.0,12.0
2013-02-08T09:49,1,0.22,3.0,0.0,3.5
2013-02-10T21:32,1,3.77,13.5,1.0,15.5
2013-02-08T09:33,6,3.8,15.0,3.0,18.5
2013-02-08T09:47,1,0.65,4.5,0.9,5.9
2013-02-10T21:38,1,2.49,9.5,0.0,10.5
2013-02-10T21:26,1,9.1,26.5,8.1,40.4
2013-02-10T21:34,2,2.1,9.5,0.0,10.5
2013-02-10T21:33,1,1.47,7.0,1.5,9.5
2013-02-08T09:37,1,4.18,14.5,0.0,15.0
2013-02-08T09:37,1,2.26,11.0,2.2,13.7
2013-02-08T09:37,1,5.62,18.5,2.0,21.0
2013-02-10T21:24,1,5.27,17.0,2.0,20.0
2013-02-10T21:32,2,2.42,10.0,0.0,11.0
2013-02-10T21:30,2,2.26,9.5,0.0,10.5
2013-02-08T09:43,1,0.76,5.5,0.0,6.0
2013-02-10T21:32,1,2.17,8.5,1.8,11.3
2013-02-10T21:29,2,1.57,8.0,1.7,10.7
2013-02-10T21:29,1,2.07,8.5,1.8,11.3
2013-02-10T21:27,1,3.66,14.5,1.5,17.0
2013-02-10T21:19,6,6.7,21.5,4.4,26.9
2013-02-08T09:38,1,1.13,7.5,1.0,9.0
2013-02-10T21:34,5,1.87,8.0,2.12,11.12
2013-02-10T21:09,1,4.99,22.0,6.66,29.66
2013-02-10T21:31,1,2.76,10.5,2.2,13.7
2013-02-08T09:37,3,1.6,7.5,1.0,9.0
2013-02-10T21:14,2,6.56,24.0,4.9,29.9
2013-02-10T21:30,1,4.25,14.5,1.58,17.08
2013-02-10T21:32,1,3.38,12.5,0.5,14.0
2013-02-10T21:36,1,2.26,9.0,2.0,12.0
2013-02-10T21:24,1,12.22,34.0,6.9,41.9
2013-02-08T09:39,1,2.27,9.5,1.0,11.0
2013-02-10T21:42,1,0.91,5.5,0.0,6.5
2013-02-08T09:37,1,2.07,9.5,1.1,11.1
2013-02-08T09:15,1,10.53,30.5,7.62,38.62
2013-02-05T19:21,3,0.61,5.5,0.0,7.0
2013-02-08T09:35,1,0.68,6.5,0.0,7.0
2013-02-08T09:33,2,2.63,11.5,2.3,14.3
2013-02-10T21:19,1,6.98,22.5,4.6,28.1
2013-02-08T10:20,1,0.68,4.5,0.0,5.0
2013-02-08T10:06,1,1.07,11.0,0.0,11.5
2013-02-05T08:17,1,1.53,9.0,2.25,11.75
2013-02-05T19:37,3,2.36,10.5,2.0,14.0
2013-02-08T10:16,1,1.81,9.5,2.0,12.0
2013-02-05T19:39,1,4.94,15.5,3.3,20.3
2013-02-05T19:21,2,18.24,52.0,10.4,67.7
2013-02-08T10:06,2,4.42,17.5,3.5,21.5
2013-02-08T10:19,1,1.11,6.0,0.0,6.5
2013-02-08T10:11,2,1.58,8.5,1.7,10.7
2013-02-08T10:17,1,1.51,9.0,2.25,11.75
2013-02-08T10:12,6,1.84,9.0,0.0,9.5
2013-02-08T10:16,1,2.2,9.5,1.9,11.9
2013-02-05T19:37,5,2.65,12.0,0.0,13.5
2013-02-05T19:36,5,1.94,9.5,0.0,11.0
2013-02-05T19:44,2,1.11,5.5,0.0,7.0
2013-02-08T10:15,1,0.95,7.5,1.5,9.5
2013-02-08T10:16,1,1.54,9.0,2.7,12.2
2013-02-08T10:07,1,1.9,12.5,2.5,15.5
2013-02-10T22:28,1,1.14,6.0,1.3,8.3
2013-02-10T22:25,1,0.76,4.5,0.0,5.5
2013-02-05T19:44,2,0.77,5.5,0.0,7.0
2013-02-08T10:14,1,1.6,9.5,2.38,12.38
2013-02-10T22:26,1,3.15,12.0,0.0,13.0
2013-02-08T09:37,1,1.69,11.0,2.2,13.7
2013-02-08T09:45,1,1.59,7.5,1.5,9.5
2013-02-08T09:46,1,1.54,7.0,0.0,7.5
2013-02-10T21:23,1,17.05,52.0,0.0,57.3
2013-02-10T21:25,1,5.64,21.5,3.0,25.5
2013-02-10T21:45,1,2.12,8.0,0.0,9.0
2013-02-10T21:45,1,1.11,6.0,1.62,8.62
2013-02-10T21:41,1,2.02,9.5,2.0,12.5
2013-02-10T21:40,5,1.68,7.5,0.0,8.5
2013-02-10T21:35,1,3.45,14.0,0.0,15.0
2013-02-10T21:44,2,1.08,6.0,0.7,7.7
2013-02-10T21:27,1,1.48,7.0,0.0,8.0
2013-02-08T09:35,1,0.75,4.5,0.0,5.0
2013-02-05T19:22,4,1.56,8.0,2.25,11.75
2013-02-05T19:02,1,4.67,18.5,2.0,22.0
2013-02-10T21:25,1,1.25,7.0,1.5,9.5
2013-02-05T19:19,5,2.37,10.0,0.0,11.5
2013-02-10T21:21,1,1.64,7.5,1.0,9.5
2013-02-10T21:24,5,1.4,6.0,0.0,7.0
2013-02-10T21:25,1,0.57,4.5,1.5,7.0
2013-02-08T09:30,6,1.05,6.5,1.3,8.3
2013-02-05T19:00,1,8.48,27.0,2.0,35.3
2013-02-08T09:27,1,1.29,9.5,0.0,10.0
2013-02-05T19:11,1,3.23,13.0,2.0,16.5
2013-02-05T19:27,1,0.51,4.0,0.0,5.5
2013-02-05T19:19,5,2.1,8.5,0.0,10.0
2013-02-08T09:24,1,1.02,11.5,2.3,14.3
2013-02-10T21:24,1,2.19,10.5,2.2,13.7
2013-02-10T21:22,1,3.55,13.0,2.7,16.7
2013-02-05T19:21,5,0.88,5.5,0.0,7.0
2013-02-10T21:14,1,4.38,17.0,0.0,18.0
2013-02-05T19:09,6,3.29,14.0,0.0,15.5
2013-02-05T19:17,1,2.32,10.0,2.2,13.7
2013-02-08T09:32,1,2.24,9.5,0.0,10.0
2013-02-08T09:14,1,1.24,8.5,5.0,14.0
2013-02-05T19:11,2,0.79,5.5,0.0,7.0
2013-02-05T18:53,1,5.79,24.5,0.0,26.0
2013-02-08T09:16,1,1.87,9.0,1.8,11.3
2013-02-05T19:14,5,0.64,5.5,1.3,8.3
2013-02-10T20:35,1,8.51,30.0,6.1,37.1
2013-02-08T09:18,5,1.54,8.0,0.0,8.5
2013-02-10T20:33,1,18.92,52.0,5.0,57.5
2013-02-05T19:21,1,1.06,6.5,1.2,9.2
2013-02-05T19:17,2,1.69,9.0,0.0,10.5
2013-02-10T21:18,1,6.03,17.5,0.0,18.5
2013-02-10T21:23,1,1.69,8.5,0.0,9.5
2013-02-10T21:32,2,0.9,5.5,1.2,7.7
2013-02-05T19:23,2,0.56,5.0,1.2,7.7
2013-02-05T19:20,1,0.64,4.0,1.25,6.75
2013-02-08T09:33,1,0.1,7.0,0.0,7.5
2013-02-05T19:21,1,1.23,6.5,0.0,8.0
2013-02-05T19:06,6,2.03,14.5,0.0,16.0
2013-02-05T19:21,1,1.39,9.0,2.0,12.5
2013-02-10T21:41,1,0.9,4.5,1.0,6.5
2013-02-05T19:24,2,1.03,6.5,0.0,8.0
2013-02-05T19:15,2,2.18,10.5,1.0,13.0
2013-02-05T19:24,5,1.31,7.5,0.0,9.0
2013-02-10T21:37,2,0.91,4.5,0.0,5.5
2013-02-05T19:27,1,1.17,6.5,0.0,8.0
2013-02-10T21:40,1,1.09,5.5,1.0,7.5
2013-02-10T21:19,1,11.9,34.0,3.0,42.8
2013-02-10T21:34,3,3.62,13.5,0.0,14.5
2013-02-05T19:23,1,1.61,8.0,0.0,9.5
2013-02-05T19:13,5,1.88,12.5,2.7,16.7
2013-02-10T21:33,6,0.99,7.0,1.5,9.5
2013-02-05T19:26,1,0.78,6.5,0.0,8.0
2013-02-08T09:38,4,0.83,10.0,0.0,10.5
2013-02-10T21:40,1,1.02,6.5,0.0,7.5
2013-02-10T21:32,5,2.54,12.5,2.6,16.1
2013-02-10T21:35,6,3.12,11.0,2.88,14.88
2013-02-10T21:37,1,1.35,6.5,0.0,7.5
2013-02-08T09:33,1,2.63,12.5,2.5,15.5
2013-02-10T21:34,1,2.28,10.0,2.1,13.1
2013-02-05T19:15,1,3.12,13.5,0.0,15.0
2013-02-05T19:20,5,2.19,9.5,0.0,11.0
2013-02-05T19:20,2,1.1,7.5,2.12,11.12
2013-02-05T19:15,1,3.85,15.5,0.0,17.0
2013-02-10T21:29,1,4.31,15.5,1.5,18.0
2013-02-08T09:26,1,5.6,21.5,4.0,26.0
2013-02-10T21:34,1,1.47,8.0,1.7,10.7
2013-02-10T21:43,1,0.51,4.0,1.35,6.35
2013-02-10T21:35,1,0.98,6.0,0.0,7.0
2013-02-05T19:26,1,1.35,6.5,1.5,9.5
2013-02-05T19:09,6,11.35,33.0,8.5,47.8
2013-02-05T19:27,3,1.03,5.5,0.0,7.0
2013-02-05T19:19,5,3.08,13.5,0.0,15.0
2013-02-10T21:37,1,2.02,9.0,1.0,11.0
2013-02-05T19:32,1,0.64,4.0,1.0,6.5
2013-02-05T19:27,4,1.0,6.0,0.0,7.5
2013-02-05T19:15,2,2.62,13.5,2.9,17.9
2013-02-05T19:20,1,1.76,10.5,0.0,12.0
2013-02-10T21:44,3,0.7,5.0,1.1,7.1
2013-02-10T21:43,1,0.8,5.0,1.1,7.1
2013-02-08T10:26,1,0.43,4.0,0.0,4.5
2013-02-08T10:19,3,2.03,10.0,2.5,13.0
2013-02-05T19:27,1,5.12,20.5,0.0,22.0
2013-02-05T19:50,1,0.55,3.5,0.0,5.0
2013-02-08T10:12,1,0.56,19.5,0.0,20.0
2013-02-08T10:17,3,1.2,9.0,0.0,9.5
2013-02-08T10:15,1,2.82,13.0,3.9,17.4
2013-02-05T19:37,1,2.08,12.0,2.6,16.1
2013-02-05T19:48,1,0.89,5.5,0.0,7.0
2013-02-10T22:43,2,2.3,9.5,0.0,10.5
2013-02-08T10:16,5,2.31,11.0,0.0,11.5
2013-02-10T22:23,1,7.07,23.0,5.88,29.88
2013-02-08T10:22,6,2.06,10.5,1.0,12.0
2013-02-08T10:26,1,0.52,5.0,0.0,5.5
2013-02-08T10:20,1,1.5,9.5,0.0,10.0
2013-02-05T19:39,2,1.85,9.0,0.0,10.5
2013-02-05T19:39,2,1.18,6.5,1.0,9.0
2013-02-10T22:12,2,1.07,6.5,0.0,7.5
2013-02-05T19:26,1,2.12,12.5,0.0,14.0
2013-02-05T19:41,6,1.66,7.0,1.6,10.1
2013-02-05T19:33,2,2.03,10.0,2.0,13.5
2013-02-05T19:54,1,0.93,4.5,1.0,7.0
2013-02-10T22:38,1,1.81,8.5,1.8,11.3
2013-02-08T10:21,1,0.89,7.0,1.0,8.5
2013-02-08T10:04,5,6.93,24.5,6.12,35.92
2013-02-05T19:47,2,0.79,6.0,0.0,7.5
2013-02-08T10:14,5,1.99,11.5,0.0,12.0
2013-02-08T10:29,3,0.93,5.5,0.9,6.9
2013-02-10T22:43,1,1.64,7.0,0.0,8.0
2013-02-08T10:13,1,2.39,13.0,0.0,13.5
2013-02-08T10:20,1,1.27,8.5,1.7,10.7
2013-02-08T10:23,1,0.79,6.5,1.3,8.3
2013-02-08T10:24,5,0.56,6.0,1.2,7.7
2013-02-08T10:21,1,1.23,8.5,0.0,9.0
2013-02-05T19:44,1,1.53,8.5,1.0,11.0
2013-02-05T19:51,3,0.78,4.0,0.0,5.5
2013-02-05T19:40,1,2.4,12.0,0.2,13.7
2013-02-05T19:37,5,5.13,19.0,4.1,24.6
2013-02-05T19:48,5,1.26,7.0,1.2,9.7
2013-02-08T09:44,1,3.79,21.5,1.0,23.0
2013-02-10T22:03,3,8.72,26.5,5.4,37.7
2013-02-05T19:28,1,1.52,6.5,1.5,9.5
2013-02-08T09:44,1,0.96,7.5,0.0,8.0
2013-02-08T09:44,3,1.52,7.5,0.0,8.0
2013-02-10T21:43,5,1.14,6.5,0.0,7.5
2013-02-08T09:37,1,2.13,10.0,2.5,13.0
2013-02-10T21:39,3,1.08,8.0,0.0,9.0
2013-02-05T19:29,1,1.68,7.5,0.0,9.0
2013-02-10T21:41,1,1.08,6.0,0.0,7.0
2013-02-05T19:28,1,2.39,9.0,2.0,12.5
2013-02-10T21:47,1,1.21,6.0,0.0,7.0
2013-02-10T21:43,3,1.28,5.5,0.0,6.5
2013-02-05T19:41,5,2.16,10.0,1.5,13.0
2013-02-10T22:32,3,3.2,13.0,0.0,14.0
2013-02-10T22:45,1,0.57,4.5,1.0,6.5
2013-02-10T22:41,1,1.4,6.5,1.5,9.0
2013-02-10T22:43,1,1.61,6.5,0.0,7.5
2013-02-10T22:30,1,4.23,15.5,3.2,19.7
2013-02-08T10:10,5,6.18,20.5,3.0,24.0
2013-02-08T09:33,6,3.65,15.5,1.0,17.0
2013-02-05T19:27,3,0.63,7.0,1.5,10.0
2013-02-10T21:41,1,0.73,6.0,0.0,7.0
2013-02-08T09:46,2,0.44,5.5,1.1,7.1
2013-02-10T21:40,1,1.88,8.5,0.0,9.5
2013-02-08T09:35,1,4.64,17.0,3.4,20.9
2013-02-10T21:38,2,0.98,6.5,0.0,7.5
2013-02-05T19:01,5,17.88,51.0,8.0,60.5
2013-02-10T21:36,1,4.19,15.0,2.0,18.0
2013-02-10T21:39,3,1.82,8.0,1.7,10.7
2013-02-10T21:46,1,0.92,5.0,0.0,6.0
2013-02-10T21:41,1,0.84,6.5,1.4,8.9
2013-02-08T09:46,6,0.67,6.0,0.0,6.5
2013-02-10T21:34,2,2.69,11.0,0.0,12.0
2013-02-05T19:28,1,1.48,8.5,1.0,11.0
2013-02-10T21:29,1,5.56,18.5,2.5,22.0
2013-02-10T21:16,1,18.31,52.0,0.0,57.3
2013-02-10T21:45,1,0.67,4.5,1.0,6.5
2013-02-10T21:39,1,3.98,13.5,0.0,14.5
2013-02-10T21:35,1,7.65,22.5,4.6,32.9
2013-02-05T19:25,1,3.08,11.5,0.0,13.0
2013-02-10T21:43,6,1.54,6.0,1.62,8.62
2013-02-10T22:34,1,3.08,11.0,2.3,14.3
2013-02-08T10:40,1,0.64,4.5,0.0,5.0
2013-02-08T10:38,5,1.47,7.5,0.0,8.0
2013-02-08T10:28,1,1.25,8.0,0.0,8.5
2013-02-05T19:46,1,2.96,11.0,0.0,12.5
2013-02-05T19:47,6,2.81,11.0,0.0,12.5
2013-02-10T23:00,1,2.84,10.0,3.15,14.15
2013-02-10T21:52,1,8.96,27.5,0.0,33.3
2013-02-08T09:57,1,0.61,7.0,1.4,8.9
2013-02-08T10:38,3,0.98,6.0,0.0,6.5
2013-02-08T10:35,1,2.38,10.0,2.0,12.5
2013-02-08T10:24,1,2.26,12.0,2.4,14.9
2013-02-08T10:33,1,2.31,13.0,3.25,16.75
2013-02-08T10:30,1,1.15,8.5,1.0,10.0
2013-02-08T10:34,1,1.44,8.0,2.0,10.5
2013-02-08T10:40,5,0.55,4.5,1.0,6.0
2013-02-10T23:03,6,1.11,5.5,0.0,6.5
2013-02-10T22:19,3,1.28,6.5,0.0,7.5
2013-02-10T22:15,6,2.87,11.0,0.0,12.0
2013-02-05T08:44,1,1.59,7.5,2.25,10.25
2013-02-08T09:38,1,7.32,30.5,0.0,31.0
2013-02-05T19:33,1,5.71,18.5,3.9,23.9
2013-02-05T19:43,1,0.68,5.0,1.0,7.5
2013-02-10T22:11,2,2.18,11.0,0.0,12.0
2013-02-05T19:42,1,1.06,6.5,1.5,9.5
2013-02-05T19:43,1,1.22,6.5,1.88,9.88
2013-02-05T19:44,5,0.77,5.5,0.0,7.0
2013-02-05T19:44,1,0.04,3.5,0.0,5.0
2013-02-05T19:17,1,4.66,22.0,1.0,24.5
2013-02-05T19:27,1,4.1,16.0,2.0,19.5
2013-02-08T10:08,2,1.3,8.5,0.0,9.0
2013-02-08T10:08,3,0.96,7.0,0.0,7.5
2013-02-10T22:23,1,0.51,3.5,0.0,4.5
2013-02-10T23:04,5,1.32,6.0,1.3,8.3
2013-02-05T19:52,2,1.32,7.5,0.0,9.0
2013-02-10T23:05,1,1.07,6.0,1.0,8.0
2013-02-08T10:28,1,3.81,15.0,0.0,15.5
2013-02-05T19:57,1,0.96,5.5,1.3,8.3
2013-02-08T10:28,1,2.96,14.0,0.0,14.5
2013-02-05T19:56,1,0.76,5.0,0.0,6.5
2013-02-08T10:21,2,3.53,18.0,4.5,23.0
2013-02-08T10:33,6,0.83,6.0,0.0,6.5
2013-02-08T10:13,1,0.58,5.5,0.75,6.75
2013-02-08T09:56,1,1.12,13.0,2.6,16.1
2013-02-08T10:10,1,2.05,9.5,1.0,11.0
2013-02-08T10:02,1,6.1,20.0,0.0,20.5
